,0,1
0,40.71719457924774,-73.98925055097718
1,41.87815802840311,-87.62982546246528
2,33.44672965200436,-111.90200039624145
3,38.88639126158173,-77.04860142723186
4,33.44841936065176,-112.07404400212347
5,37.684808365053826,-122.40889942345451
6,37.786020834287555,-122.4237188442017
7,33.76826275210849,-84.39322132963582
8,42.36289464449271,-71.07441052697287
9,47.60647986939081,-122.33199858858816
10,33.35669087596077,-111.82250148831275
11,36.11679206458932,-115.17145570710434
12,44.977187164381036,-93.26806004186383
13,30.26742935252754,-97.74291372978298
14,39.95225887719941,-75.16387963196988
15,34.05956509282403,-118.24768905489013
16,40.76829456652875,-73.83564761033027
17,32.98105038123644,-117.07841560891137
18,34.03328207649719,-118.43609126700528
19,28.543377458612632,-81.376256235286
20,39.73410911990371,-104.98814673141374
21,32.803227598277466,-96.76974201057796
22,34.12968493067535,-118.35371204662044
23,25.78731677760367,-80.2153073901576
24,43.04170935558811,-87.91171550827275
25,29.762227251019944,-95.38273207929902
26,-6.212582722288159,106.8435099560185
27,32.71129876253987,-117.15351582015818
28,37.345465263175306,-121.90870764893619
29,37.39798727408995,-122.09660864433607
30,33.676340905755545,-117.85672066600652
31,45.52273681155254,-122.67571229097369
32,33.81083217391302,-117.89335083119227
33,43.65320934342791,-79.38273080891969
34,27.94949711782632,-82.464888270652
35,32.22169204897005,-110.92657498627099
36,39.287636075862196,-76.61316795057557
37,33.920962497163224,-118.41349895697455
38,39.09858641193337,-94.58518859379431
39,40.766567275369376,-74.19152285960611
40,39.99814249653488,-82.99996476831721
41,35.22774812767647,-80.84333245979167
42,34.16336525106969,-118.23970256417064
43,40.439558052546616,-79.99491407292227
44,39.768258097587264,-86.15786118257425
45,37.80478445421365,-122.26875951404519
46,47.656555530913515,-122.16470103403597
47,38.881722893498406,-77.24230947337429
48,34.18866198522018,-118.44700681226388
49,40.86909477576465,-73.87837146973247
50,40.827735266019396,-74.0907407443367
51,37.543756586046555,-122.29873833056493
52,33.558938727333185,-112.21181836166751
53,51.50371408221475,-0.12589979966442993
54,33.81245830306118,-118.14586750578259
55,40.71498678512115,-73.60190143079573
56,26.10990246354173,-80.1580037062501
57,44.959333578368685,-93.11882634361665
58,34.124608698576665,-118.12001982704618
59,35.77119648624533,-78.63762090669121
60,38.64546331705404,-90.22522616744162
61,29.424369290272214,-98.49349779455305
62,41.490099363414636,-81.70861836422749
63,38.99281907991414,-77.12843621767492
64,29.96483349449163,-90.07839284067757
65,40.70987246382982,-74.28023502382976
66,38.97313241880728,-77.3886832655964
67,40.01498559999991,-105.27054560000026
68,34.070524933018895,-118.0234162466981
69,49.243773615384775,-123.10988151923128
70,40.980334132682906,-73.77078481707343
71,39.129184757352824,-84.5012406392157
72,37.542900488557095,-77.46794121741269
73,36.086287478552016,-86.6489337784839
74,41.59623884432417,-93.64930207945908
75,34.195960138797766,-118.55017887650281
76,38.58145651318695,-121.49630451868147
77,36.16425047624319,-86.78059146519334
78,44.88296889942191,-93.32109982254347
79,44.923351044378634,-93.41364925443763
80,33.901631342262,-118.0640058434525
81,33.57343533048778,-117.71180501707292
82,41.25328818650312,-95.99908404355813
83,43.07291796172851,-89.40040028148117
84,42.48616729506171,-83.16270986234547
85,42.05306162111801,-87.80869063105597
86,37.69357304000003,-122.0969775474999
87,32.933072267295586,-97.07269661823928
88,42.8913196929937,-78.87318172420366
89,41.0793297709678,-73.4978610374193
90,33.98088461419359,-84.57649966193526
91,32.991836833548284,-96.69953087548409
92,41.79938574248366,-88.10637085882355
93,40.60921321250006,-74.14599269473676
94,40.49811777947013,-74.42195970264909
95,30.33253877947028,-81.65461501059575
96,43.1639596810812,-77.61416388986513
97,42.335864796598685,-83.04422059523786
98,35.14944208714285,-90.04856403785735
99,41.8268749316547,-87.9916706589928
100,42.960620415941925,-85.66881893768128
101,34.05927773870413,-117.91820807193221
102,33.48541062536237,-112.36608428695656
103,40.76000349104479,-111.89303422089581
104,26.00582704104478,-80.21172904552223
105,34.0715584045113,-117.64602951353396
106,34.06147107819551,-84.3170177330827
107,42.075178214503914,-88.00922874961834
108,40.78823118091602,-74.40578238778629
109,32.72597949846157,-97.32045215461555
110,34.048928100000005,-111.09373109999983
111,47.45311157419365,-122.26405363548388
112,38.98831871290324,-94.67856065322606
113,1.350590856451609,103.81952402822591
114,45.505754910655675,-73.55891801639328
115,43.05159181721312,-76.14788042459018
116,28.6387039131147,-81.34019889344252
117,42.271118393388434,-83.72674365785144
118,27.77653338264467,-82.64529981652896
119,21.30442436033059,-157.85555184876054
120,40.259090458823536,-74.03792761428573
121,35.20135160000007,-111.63924899999986
122,41.86901478521736,-87.87456259043493
123,40.055158356521744,-75.34216660869573
124,38.256409559649114,-85.76026644999988
125,35.793922684210585,-78.80563985438594
126,28.39672913628317,-81.5358814309734
127,37.91696404017856,-122.06573028482151
128,39.971881663964005,-86.0531587144143
129,26.226950824545508,-80.1968793363636
130,39.61742205412853,-104.98974500825697
131,39.115252247169785,-77.1973192584905
132,37.55710411523819,-121.9975359561904
133,39.89323499711535,-75.04924140673083
134,44.85379614563105,-93.51390651262133
135,-0.30122619999999944,36.52296410000005
136,32.79048787156862,-79.92641316078435
137,41.799757992999936,-71.41220830200012
138,39.194170483838384,-76.84561821919182
139,40.740059709183726,-73.39285093367342
140,42.732861340206185,-84.51336818969055
141,42.16444983750001,-87.83924830937501
142,45.04537055999999,-93.42499258210526
143,42.62387791702121,-83.17835986595742
144,-6.915479490322589,107.60805634516122
145,-23.549369855913977,-46.639263088172086
146,38.515194453260854,-90.38329767391299
147,43.02072305333332,-88.04716210555563
148,42.31241716888891,-83.41334096555555
149,41.299649595555515,-72.9456521000001
150,26.355176627777755,-80.08502469000014
151,-7.265808648888888,112.74231995555571
152,42.008235160227294,-88.10718978636356
153,40.56370515795458,-74.56231359090916
154,39.083728048863605,-76.65187563522731
155,37.93674285454554,-122.52640567500008
156,-6.303858142045446,106.77633087840923
157,48.856353613793104,2.3474351781609175
158,41.06317325465116,-73.94538569418597
159,35.99403290000006,-78.89861899999987
160,33.782244002325555,-84.27855183488369
161,44.77440653999993,-93.1835428529413
162,42.279848755952386,-85.58628228571439
163,41.137669385714254,-73.35858794761914
164,40.8454538321429,-73.4083628154762
165,40.33453697948479,-74.66685338188626
166,30.441360338554226,-84.28545102530134
167,36.03381182195118,-115.00186051951218
168,32.891988567901244,-97.18543709382712
169,39.85944681624993,-105.05478988624984
170,38.95170529999997,-92.33407239999998
171,42.20683186708857,-87.95415869873423
172,40.80737196455691,-96.68145283544311
173,27.959171694936703,-82.79246033417729
174,26.68252655384618,-80.05597920512827
175,42.688013785526365,-73.74721075526314
176,32.80148158421054,-96.9579005710527
177,41.76918601066661,-72.68197210400002
178,40.40789969199999,-74.32417436666668
179,38.97590001599994,-76.92497926933328
180,35.96063839999992,-83.9207391999999
181,13.728567077027016,100.50111401216216
